image_id,height,width,class_id,rad_id,x_min,y_min,x_max,y_max
47ed17dcb2cbeec15182ed335a8b5a9e,3351,2568,9,wbf,1718.9999231100082,944.5000257492065,2050.999958753586,1392.4999840259552
47ed17dcb2cbeec15182ed335a8b5a9e,3351,2568,9,wbf,557.0,2352.0,675.0,2484.0
d3637a1935a905b3c326af31389cb846,2880,2304,13,wbf,558.9999879598618,536.6666833162308,1017.9999899864197,1199.3332760334015
d3637a1935a905b3c326af31389cb846,2880,2304,13,wbf,1839.9999673366547,1022.9999704360962,2092.000037431717,1174.000033378601
d3637a1935a905b3c326af31389cb846,2880,2304,11,wbf,514.4999860525131,337.49999964237213,973.9999986886978,691.4999724626541
d3637a1935a905b3c326af31389cb846,2880,2304,8,wbf,501.0,1813.0,569.0,1865.0
d3637a1935a905b3c326af31389cb846,2880,2304,8,wbf,536.0,1761.0000000000002,579.0,1790.0
d3637a1935a905b3c326af31389cb846,2880,2304,8,wbf,558.0,1856.0,612.0,1902.0
d3637a1935a905b3c326af31389cb846,2880,2304,0,wbf,1329.0,743.0,1521.0,958.0
afb6230703512afc370f236e8fe98806,3072,2538,0,wbf,1342.999919950962,753.0000197589397,1651.6667405962944,1091.6667739748955
afb6230703512afc370f236e8fe98806,3072,2538,5,wbf,491.00000305473804,1493.4999756217003,1120.4999978542328,1925.0000145435333
afb6230703512afc370f236e8fe98806,3072,2538,5,wbf,1891.0000165700912,1614.4999684095383,2138.000001847744,2011.0000094175339
afb6230703512afc370f236e8fe98806,3072,2538,13,wbf,1863.4999535679817,1599.0000339746475,2116.4999384880066,2013.0000092983246
afb6230703512afc370f236e8fe98806,3072,2538,13,wbf,487.0000032931566,1598.0000340342522,1047.5000022053719,1924.4999499320984
afb6230703512afc370f236e8fe98806,3072,2538,9,wbf,1870.0,1590.9999999999998,2107.0,1990.0
afb6230703512afc370f236e8fe98806,3072,2538,9,wbf,488.0,1602.0,1093.0,1930.9999999999998
afb6230703512afc370f236e8fe98806,3072,2538,6,wbf,1912.0,1638.0,2169.0,2032.0
afb6230703512afc370f236e8fe98806,3072,2538,6,wbf,494.0,1385.0,1148.0,1919.0
afb6230703512afc370f236e8fe98806,3072,2538,7,wbf,486.0,1594.0000000000002,1002.0,1918.0
afb6230703512afc370f236e8fe98806,3072,2538,7,wbf,1857.0,1607.0,2126.0,2036.0
7c1add6833d5f0102b0d3619a1682a64,3012,2943,10,wbf,340.66665713489056,778.0000585019588,1299.3332642912865,2359.3334779143333
7c1add6833d5f0102b0d3619a1682a64,3012,2943,7,wbf,592.5000139027834,1314.0000611543655,956.5000081658363,1561.4999313354492
7c1add6833d5f0102b0d3619a1682a64,3012,2943,4,wbf,585.0,1295.9999999999998,1010.0,1600.0
18a61a07e6f5f13ebfee57fa36cd8b6f,2880,2304,13,wbf,376.33335453271866,285.6666528582573,804.0000143051147,621.6666226387024
18a61a07e6f5f13ebfee57fa36cd8b6f,2880,2304,11,wbf,382.4999899864197,245.99999231100082,780.0000007152557,378.4999877214432
18a61a07e6f5f13ebfee57fa36cd8b6f,2880,2304,2,wbf,386.4999922513962,280.5000057220459,804.5000084638596,627.5000184774399
18a61a07e6f5f13ebfee57fa36cd8b6f,2880,2304,11,wbf,463.0,229.0,793.0,294.0
18a61a07e6f5f13ebfee57fa36cd8b6f,2880,2304,8,wbf,393.0,486.00000000000006,526.0,591.0
18a61a07e6f5f13ebfee57fa36cd8b6f,2880,2304,4,wbf,393.0,486.00000000000006,526.0,591.0
321c111713c3ee5385db0effb54ff568,2880,2304,8,wbf,1753.00004196167,666.5000195503235,1867.4999828338623,752.9999899864197
321c111713c3ee5385db0effb54ff568,2880,2304,13,wbf,1748.0,669.0,1872.0,754.0
321c111713c3ee5385db0effb54ff568,2880,2304,2,wbf,1754.0,666.0,1859.0,744.0
321c111713c3ee5385db0effb54ff568,2880,2304,0,wbf,1292.0,554.0,1477.0,805.0
80caa435b6ab5edaff4a0a758ffaec6e,3105,3000,13,wbf,1783.6666622161865,511.66665720939636,2295.0000982284546,1073.999984562397
80caa435b6ab5edaff4a0a758ffaec6e,3105,3000,1,wbf,682.4999932050705,336.00001326203346,1191.4999874830246,1137.0000079870224
80caa435b6ab5edaff4a0a758ffaec6e,3105,3000,2,wbf,1753.5000191926956,498.49999037384987,2155.999957919121,807.0000235438347
80caa435b6ab5edaff4a0a758ffaec6e,3105,3000,2,wbf,512.5000079870224,1203.9999513626099,775.9999552965164,1811.9999930858612
80caa435b6ab5edaff4a0a758ffaec6e,3105,3000,8,wbf,2312.9999985694885,1573.9999542236328,2406.9999413490295,1681.999951839447
80caa435b6ab5edaff4a0a758ffaec6e,3105,3000,10,wbf,401.99999526143074,1865.5000112056732,1144.500016093254,2407.4999220371246
80caa435b6ab5edaff4a0a758ffaec6e,3105,3000,10,wbf,331.00000000000006,462.0,1384.0,2365.0
80caa435b6ab5edaff4a0a758ffaec6e,3105,3000,1,wbf,1855.0,319.0,2353.0,812.0
80caa435b6ab5edaff4a0a758ffaec6e,3105,3000,1,wbf,331.00000000000006,462.0,1384.0,2365.0
80caa435b6ab5edaff4a0a758ffaec6e,3105,3000,2,wbf,2300.0,1561.0,2403.0,1690.0
80caa435b6ab5edaff4a0a758ffaec6e,3105,3000,8,wbf,527.0,1697.0,640.0,1810.0
80caa435b6ab5edaff4a0a758ffaec6e,3105,3000,11,wbf,2132.0,437.99999999999994,2395.0,761.9999999999999
80caa435b6ab5edaff4a0a758ffaec6e,3105,3000,4,wbf,771.0,800.0,1353.0,1958.0
80caa435b6ab5edaff4a0a758ffaec6e,3105,3000,7,wbf,390.0,857.0,783.0,1908.0
80caa435b6ab5edaff4a0a758ffaec6e,3105,3000,7,wbf,1732.0,372.0,2308.0,1120.0
80caa435b6ab5edaff4a0a758ffaec6e,3105,3000,7,wbf,331.00000000000006,462.0,1384.0,2365.0
80caa435b6ab5edaff4a0a758ffaec6e,3105,3000,7,wbf,643.0,314.00000000000006,1273.0,972.0
80caa435b6ab5edaff4a0a758ffaec6e,3105,3000,13,wbf,547.0,1814.0,1116.0,2147.0
80caa435b6ab5edaff4a0a758ffaec6e,3105,3000,13,wbf,518.0,1029.0,902.0,1481.0
80caa435b6ab5edaff4a0a758ffaec6e,3105,3000,13,wbf,1730.0,487.0,2136.0,804.0
80caa435b6ab5edaff4a0a758ffaec6e,3105,3000,7,wbf,547.0,1814.0,1116.0,2147.0
5da264775732004f1b724b660138854a,3072,3072,3,wbf,1196.3333191871643,1656.999994277954,2488.6665649414062,2132.6668310165405
5da264775732004f1b724b660138854a,3072,3072,0,wbf,1660.33336353302,683.3332858085632,1959.6665687561035,1119.6667246818542
fb8e11c6b2886b2d41b379e0598669b9,2880,2304,11,wbf,693.0,465.333309173584,1066.6666145324707,601.3333053588867
fb8e11c6b2886b2d41b379e0598669b9,2880,2304,8,wbf,657.3333148956299,889.0000019073486,812.6667308807373,1020.6666584014893
fb8e11c6b2886b2d41b379e0598669b9,2880,2304,7,wbf,524.5000190734863,1428.0000228881836,989.4999847412109,1766.5000305175781
fb8e11c6b2886b2d41b379e0598669b9,2880,2304,6,wbf,583.0000419616699,1454.0000610351562,941.9999828338623,1765.5
fb8e11c6b2886b2d41b379e0598669b9,2880,2304,0,wbf,1359.000057220459,895.5000114440918,1609.5000228881836,1211.500087738037
fb8e11c6b2886b2d41b379e0598669b9,2880,2304,4,wbf,649.0,869.0,833.0,1021.0
fb8e11c6b2886b2d41b379e0598669b9,2880,2304,13,wbf,590.0,587.0,996.0,1035.0
fb8e11c6b2886b2d41b379e0598669b9,2880,2304,7,wbf,663.0,899.0,793.0,1025.0
fb8e11c6b2886b2d41b379e0598669b9,2880,2304,10,wbf,1941.0,1896.0,2112.0,2103.0
fb8e11c6b2886b2d41b379e0598669b9,2880,2304,10,wbf,222.0,1658.0,390.0,1959.0
fb8e11c6b2886b2d41b379e0598669b9,2880,2304,11,wbf,222.0,1658.0,390.0,1959.0
fb8e11c6b2886b2d41b379e0598669b9,2880,2304,11,wbf,1941.0,1896.0,2112.0,2103.0
fb8e11c6b2886b2d41b379e0598669b9,2880,2304,6,wbf,603.0,723.0,990.0,1241.0
0622cd29e4e0e4f198abf15614819ae8,2673,2478,0,wbf,1354.333289027214,660.0000183582306,1695.3332443237305,1002.000002861023
0622cd29e4e0e4f198abf15614819ae8,2673,2478,3,wbf,1028.6667189002037,1478.6666688919067,2085.6666399240494,1936.3332802057266
347180362348e522905047dde655b6d7,2499,2046,0,wbf,1065.0000137090683,541.9999889731407,1293.6666684150696,773.6666668653488
347180362348e522905047dde655b6d7,2499,2046,11,wbf,1155.0,204.00000000000003,1414.0,268.0
347180362348e522905047dde655b6d7,2499,2046,11,wbf,646.0,198.0,854.9999999999999,244.99999999999997
22b8e616a61bbc4caaed0cf23b7159df,3183,2712,13,wbf,587.9999436438084,717.6666297018528,949.6666565537453,1143.999993801117
22b8e616a61bbc4caaed0cf23b7159df,3183,2712,0,wbf,1374.500036239624,963.5000452399254,1622.5000098347664,1284.500002861023
22b8e616a61bbc4caaed0cf23b7159df,3183,2712,11,wbf,500.0,649.0,643.0,752.0
c394eadea89e5795c8037280492d116d,2880,2304,9,wbf,9.333332773298025,808.3333098888397,265.99999564886093,2125.9999828338623
c394eadea89e5795c8037280492d116d,2880,2304,9,wbf,289.49999833106995,846.0000319480896,950.4999823570251,1788.4999556541443
c394eadea89e5795c8037280492d116d,2880,2304,9,wbf,379.00001645088196,57.4999975413084,1856.5000019073486,633.0000371932983
c394eadea89e5795c8037280492d116d,2880,2304,7,wbf,296.0,760.0,1031.0,1885.0
c394eadea89e5795c8037280492d116d,2880,2304,12,wbf,275.0,624.0,1000.0,1952.0
c394eadea89e5795c8037280492d116d,2880,2304,9,wbf,556.0,3.0,978.0,595.0
c394eadea89e5795c8037280492d116d,2880,2304,9,wbf,1251.0,59.0,1736.0,606.0
be1bb194dfb986bf7554b491852b8901,3072,3072,3,wbf,1129.0000367760658,1462.9999492168427,2316.9999396800995,1804.0000276565552
be1bb194dfb986bf7554b491852b8901,3072,3072,5,wbf,692.0,1013.0,1256.0,1706.9999999999998
be1bb194dfb986bf7554b491852b8901,3072,3072,9,wbf,2233.0,1536.0000000000002,2518.0,1827.0000000000002
be1bb194dfb986bf7554b491852b8901,3072,3072,9,wbf,651.0,1128.0,1255.0,1741.0
be1bb194dfb986bf7554b491852b8901,3072,3072,6,wbf,2233.0,1536.0000000000002,2518.0,1827.0000000000002
be1bb194dfb986bf7554b491852b8901,3072,3072,6,wbf,651.0,1128.0,1255.0,1741.0
be1bb194dfb986bf7554b491852b8901,3072,3072,7,wbf,2233.0,1536.0000000000002,2518.0,1827.0000000000002
be1bb194dfb986bf7554b491852b8901,3072,3072,7,wbf,651.0,1128.0,1255.0,1741.0
d7aea6f37597df566725da73655edcc2,3393,2592,6,wbf,1718.000010073185,1068.3333066403866,2341.3334126472473,2076.333353459835
d7aea6f37597df566725da73655edcc2,3393,2592,0,wbf,1386.0000379681587,769.999981969595,1789.9999480247498,1227.9999511241913
d7aea6f37597df566725da73655edcc2,3393,2592,11,wbf,853.9999800026417,394.5000033378601,1197.999941766262,498.99999837577343
d7aea6f37597df566725da73655edcc2,3393,2592,11,wbf,1488.999990284443,335.9999921321869,1980.0000542402267,525.4999902099371
d7aea6f37597df566725da73655edcc2,3393,2592,3,wbf,749.0000176727772,1610.00003272295,1952.4999165534973,2218.999983251095
d7aea6f37597df566725da73655edcc2,3393,2592,10,wbf,253.5000016093254,1764.4999611973763,979.0000424683094,2305.499993801117
d7aea6f37597df566725da73655edcc2,3393,2592,6,wbf,317.5000051409006,770.9999869763851,1035.4999732375145,2059.5000297427177
d7aea6f37597df566725da73655edcc2,3393,2592,7,wbf,1703.0,1070.0,2315.0,2035.0
d7aea6f37597df566725da73655edcc2,3393,2592,7,wbf,315.0,900.0,859.0,2031.0
d7aea6f37597df566725da73655edcc2,3393,2592,7,wbf,898.0,859.0,1182.0,1524.0
d7aea6f37597df566725da73655edcc2,3393,2592,4,wbf,340.99999999999994,843.0000000000001,752.0,2016.0
d7aea6f37597df566725da73655edcc2,3393,2592,10,wbf,268.0,1794.0,470.0,2213.0
8ae85268313b0db2f58d2193aab645c9,3072,3072,5,wbf,751.9999889135361,721.3332907557487,1372.0000138282776,2233.66670191288
8ae85268313b0db2f58d2193aab645c9,3072,3072,5,wbf,1818.6666504144669,634.666671037674,2401.666615486145,2181.666774749756
8ae85268313b0db2f58d2193aab645c9,3072,3072,10,wbf,2307.0,2228.0,2412.0,2400.0
8ae85268313b0db2f58d2193aab645c9,3072,3072,10,wbf,722.0000000000001,2326.0,858.0,2498.0
8ae85268313b0db2f58d2193aab645c9,3072,3072,11,wbf,2307.0,2228.0,2412.0,2400.0
8ae85268313b0db2f58d2193aab645c9,3072,3072,11,wbf,722.0000000000001,2326.0,858.0,2498.0
8ae85268313b0db2f58d2193aab645c9,3072,3072,13,wbf,778.0,871.0,1348.0,2018.0
8ae85268313b0db2f58d2193aab645c9,3072,3072,13,wbf,1898.0,850.0000000000001,2401.0,2074.0
8ae85268313b0db2f58d2193aab645c9,3072,3072,9,wbf,1898.0,850.0000000000001,2401.0,2074.0
8ae85268313b0db2f58d2193aab645c9,3072,3072,9,wbf,778.0,871.0,1348.0,2018.0
8e063eadea9a6aeb684c893c8598be3e,3180,2835,0,wbf,1365.0000101327896,1045.9999836087227,1679.9999758005142,1368.9999915361404
8e063eadea9a6aeb684c893c8598be3e,3180,2835,8,wbf,373.0000138282776,1866.0000644922256,436.4999966919422,1916.9999862909317
8e063eadea9a6aeb684c893c8598be3e,3180,2835,7,wbf,302.0,2236.0,850.0,2666.0
8e063eadea9a6aeb684c893c8598be3e,3180,2835,9,wbf,302.0,2236.0,850.0,2666.0
8e063eadea9a6aeb684c893c8598be3e,3180,2835,11,wbf,584.0,622.0,803.0,792.0000000000001
8e063eadea9a6aeb684c893c8598be3e,3180,2835,8,wbf,933.0,744.0,975.0,780.0
04bb8bd7ee6f88a16623fe5c6dd4da91,2622,3318,10,wbf,1921.3332669138908,1411.6666387915611,2572.0000927448273,2011.0001407265663
04bb8bd7ee6f88a16623fe5c6dd4da91,2622,3318,10,wbf,616.6667012125254,1348.3333572149277,1320.9999486804008,2043.99994713068
04bb8bd7ee6f88a16623fe5c6dd4da91,2622,3318,7,wbf,2121.0,1411.0,2462.0,1706.0
04bb8bd7ee6f88a16623fe5c6dd4da91,2622,3318,7,wbf,807.0,1391.0,1419.9999999999998,1771.0
04bb8bd7ee6f88a16623fe5c6dd4da91,2622,3318,13,wbf,820.0,1412.0,1286.0,1475.0000000000002
bd6eb525438d6da1ced0ed1810857772,3264,2808,10,wbf,1705.9999552965164,1488.000077009201,2574.3334206342697,2415.666660428047
bd6eb525438d6da1ced0ed1810857772,3264,2808,7,wbf,1830.9999644756317,1634.0000666379929,2399.5000998973846,1997.500075340271
bd6eb525438d6da1ced0ed1810857772,3264,2808,11,wbf,144.0,2362.0,764.9999999999999,2569.0
bd6eb525438d6da1ced0ed1810857772,3264,2808,11,wbf,1863.0,353.0,2093.0,475.0
bd6eb525438d6da1ced0ed1810857772,3264,2808,11,wbf,181.99999999999997,2271.0,409.0,2531.0
bd6eb525438d6da1ced0ed1810857772,3264,2808,10,wbf,144.0,2362.0,764.9999999999999,2569.0
bd6eb525438d6da1ced0ed1810857772,3264,2808,10,wbf,181.99999999999997,2271.0,409.0,2531.0
4016b176eaf40d514b0559a0aeb48f21,2970,2862,0,wbf,1559.6666004657745,719.3332841992378,1841.6666272878647,1041.9999868273735
4016b176eaf40d514b0559a0aeb48f21,2970,2862,3,wbf,1137.3332733511925,1536.6667073965073,2426.3333010673523,1953.6667011976242
4016b176eaf40d514b0559a0aeb48f21,2970,2862,7,wbf,912.0,1111.0,1236.0,1697.0
4016b176eaf40d514b0559a0aeb48f21,2970,2862,9,wbf,912.0,1111.0,1236.0,1697.0
4016b176eaf40d514b0559a0aeb48f21,2970,2862,13,wbf,2210.0,1015.0,2488.0,1125.0
4016b176eaf40d514b0559a0aeb48f21,2970,2862,13,wbf,2329.0,1034.0,2494.0,1096.0
25f2c7b53a6ed09a9aaf73c30357aaf6,2166,2187,0,wbf,1221.3333681821823,552.666656255722,1509.3333710432053,855.3333236575127
25f2c7b53a6ed09a9aaf73c30357aaf6,2166,2187,3,wbf,712.3333597183228,1354.999955534935,2038.3332706689835,1717.3333185911179
18ee9ef3baea468de2087e0edd85e919,3123,2583,0,wbf,1296.9999777674675,1014.3333452641964,1578.999940097332,1299.9999604821205
18ee9ef3baea468de2087e0edd85e919,3123,2583,3,wbf,855.6667037010193,1857.6666176915169,1982.6666469573975,2186.6666619181633
18ee9ef3baea468de2087e0edd85e919,3123,2583,13,wbf,2058.9999519586563,1933.000016629696,2179.9999601840973,2183.999981224537
18ee9ef3baea468de2087e0edd85e919,3123,2583,8,wbf,476.0,1852.0,587.0,1988.0
18ee9ef3baea468de2087e0edd85e919,3123,2583,13,wbf,1909.0,1893.0,2155.0,2169.0
7eda1e28e4cee7d8016276c87b76259f,2256,1911,10,wbf,137.99999959766865,1854.9999457597733,309.00000244379044,2032.0000582933426
7eda1e28e4cee7d8016276c87b76259f,2256,1911,11,wbf,1170.0000032782555,294.9999824166298,1531.4999577403069,483.5000102967024
7eda1e28e4cee7d8016276c87b76259f,2256,1911,11,wbf,408.00001218914986,244.99999660998583,812.4999578297138,422.00000144541264
7eda1e28e4cee7d8016276c87b76259f,2256,1911,11,wbf,137.99999959766865,1854.9999457597733,309.00000244379044,2032.0000582933426
7eda1e28e4cee7d8016276c87b76259f,2256,1911,9,wbf,1665.0,1638.0,1743.0,1909.0
7eda1e28e4cee7d8016276c87b76259f,2256,1911,13,wbf,1198.0,352.0,1391.0,574.0
7eda1e28e4cee7d8016276c87b76259f,2256,1911,13,wbf,709.0,305.0,822.0,465.0
7eda1e28e4cee7d8016276c87b76259f,2256,1911,11,wbf,586.0,255.0,800.0,337.0
7eda1e28e4cee7d8016276c87b76259f,2256,1911,11,wbf,184.0,1890.0,266.0,2055.0
7eda1e28e4cee7d8016276c87b76259f,2256,1911,11,wbf,421.0,1582.0,576.0,1735.0
abb91bdaa9d02f50bde1eaa88e13afab,3072,2538,6,wbf,497.33330653607845,942.0000269412994,816.9999401271343,1209.6665400862694
abb91bdaa9d02f50bde1eaa88e13afab,3072,2538,7,wbf,497.33330653607845,942.0000269412994,816.9999401271343,1209.6665400862694
abb91bdaa9d02f50bde1eaa88e13afab,3072,2538,0,wbf,1356.0,783.0,1618.0,1105.0
abb91bdaa9d02f50bde1eaa88e13afab,3072,2538,11,wbf,774.0,386.0,1037.0,446.0
abb91bdaa9d02f50bde1eaa88e13afab,3072,2538,3,wbf,928.0,1644.0,2027.0,2006.0
98d44861c84d532bcca874fcde5e5f42,2880,2304,3,wbf,837.9999655485153,1190.3333553671837,1873.0000627040863,1543.3333459496498
98d44861c84d532bcca874fcde5e5f42,2880,2304,0,wbf,1124.3332508206367,486.3333450257778,1352.3332953453064,747.999986410141
222b7757f55bee221e7aba69fc9928d0,3072,2538,3,wbf,981.6666880548,1726.6666701436043,2036.000074326992,2142.3332799077034
222b7757f55bee221e7aba69fc9928d0,3072,2538,0,wbf,1383.3333393335342,797.3333569467068,1698.6666250824928,1160.0000735521317
222b7757f55bee221e7aba69fc9928d0,3072,2538,7,wbf,1044.0,542.0,1191.0,1098.0
222b7757f55bee221e7aba69fc9928d0,3072,2538,9,wbf,1044.0,542.0,1191.0,1098.0
9b9f47628be6a48ddb41aec8ba39b454,2688,2208,8,wbf,404.6666496992111,1082.3334429860115,820.333361774683,1456.6667291522026
9b9f47628be6a48ddb41aec8ba39b454,2688,2208,0,wbf,1161.3333722949028,856.6666777431965,1461.6666467785835,1223.9999125599861
9b9f47628be6a48ddb41aec8ba39b454,2688,2208,7,wbf,389.49999998509884,1079.5000110268593,818.9999820291996,1453.9999696612358
9b9f47628be6a48ddb41aec8ba39b454,2688,2208,4,wbf,389.49999998509884,1079.5000110268593,818.9999820291996,1453.9999696612358
9b9f47628be6a48ddb41aec8ba39b454,2688,2208,9,wbf,1379.0,1831.0,2064.0,2151.0
9b9f47628be6a48ddb41aec8ba39b454,2688,2208,3,wbf,768.0,1640.0,1778.0,1997.0
9b9f47628be6a48ddb41aec8ba39b454,2688,2208,11,wbf,1909.0,1696.0,2026.0,1933.0
9b9f47628be6a48ddb41aec8ba39b454,2688,2208,10,wbf,1909.0,1696.0,2026.0,1933.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,2049.0000219345093,792.4999959468842,2152.5000133514404,916.4999822378159
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,717.4999781847,1768.5000863075256,811.9999737739563,1894.9999182224274
d106ec9b305178f3da060efe3191499a,3264,2895,10,wbf,195.0,2514.0,309.0,2617.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,2483.0,2202.0,2568.0,2272.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,2058.0,1107.0,2113.0,1162.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,735.0,427.0,809.0,489.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,2401.0,1137.0,2456.0,1183.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,2226.0,578.0,2261.0,614.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,2418.0,1207.0,2470.0,1250.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,2114.0,1211.0,2207.0,1314.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,793.0,2030.9999999999998,914.0,2145.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,215.99999999999997,233.0,1317.0,2596.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,743.0000000000001,698.9999999999999,807.0,771.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,483.0,2074.0,531.0,2117.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,509.0,1484.0000000000002,608.0,1570.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,484.99999999999994,1668.9999999999998,628.0,1795.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,2568.0,2097.0,2644.0,2174.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,2154.0,2233.0,2237.0,2315.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,753.0,1574.0,808.0,1632.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,523.0,1156.0,582.0,1202.0
d106ec9b305178f3da060efe3191499a,3264,2895,11,wbf,195.0,2514.0,309.0,2617.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,2202.0,1632.0,2605.0,2451.0
d106ec9b305178f3da060efe3191499a,3264,2895,9,wbf,1969.9999999999998,573.0,2548.0,1337.0000000000002
d106ec9b305178f3da060efe3191499a,3264,2895,9,wbf,444.0,1401.0,916.0,2173.0
d106ec9b305178f3da060efe3191499a,3264,2895,9,wbf,2202.0,1632.0,2605.0,2451.0
d106ec9b305178f3da060efe3191499a,3264,2895,9,wbf,699.9999999999999,414.0,1072.0,1215.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,796.0,1078.0,849.9999999999999,1129.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,1969.9999999999998,573.0,2548.0,1337.0000000000002
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,444.0,1401.0,916.0,2173.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,1151.0,641.0,1209.0,714.9999999999999
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,699.9999999999999,414.0,1072.0,1215.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,952.0,767.0,1053.0,869.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,341.00000000000006,2082.0,450.0,2177.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,691.0,1088.0,773.0000000000001,1159.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,2424.0,2207.0,2484.0,2274.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,1847.0000000000002,848.9999999999999,1945.0,927.0
d106ec9b305178f3da060efe3191499a,3264,2895,8,wbf,1825.0,631.0,2638.0,2464.0
f32ab457c492c30221d3a89fe7c6b25a,3000,2940,0,wbf,1269.0000517368317,844.4999837875366,2013.9999041557312,1290.5000779628754
f32ab457c492c30221d3a89fe7c6b25a,3000,2940,5,wbf,1976.0,1091.0,2404.0,1632.9999999999998
f32ab457c492c30221d3a89fe7c6b25a,3000,2940,8,wbf,1202.0,1090.0,1590.0,1654.0000000000002
f32ab457c492c30221d3a89fe7c6b25a,3000,2940,8,wbf,1774.0,1042.0,2091.0,1553.0
b9f09915187c2cc01e958da90d97ac89,2550,2307,3,wbf,790.9999944269657,1456.3333055377007,1974.3332615494728,1761.3333424925804
b9f09915187c2cc01e958da90d97ac89,2550,2307,0,wbf,1273.3332833647728,636.6666416823864,1625.0000581145287,1078.9999812841415
b9f09915187c2cc01e958da90d97ac89,2550,2307,10,wbf,99.0,1587.9999999999998,256.0,1866.0
b9f09915187c2cc01e958da90d97ac89,2550,2307,10,wbf,2040.0,1601.0,2185.0,1758.0
b9f09915187c2cc01e958da90d97ac89,2550,2307,11,wbf,749.0,253.0,903.0,320.0
b9f09915187c2cc01e958da90d97ac89,2550,2307,11,wbf,2040.0,1601.0,2185.0,1758.0
