PredictionString,image_id
3 0.6918950080871582 651 1261 1562 1556 0 0.7241209745407104 964 547 1216 829,1a85266eec98f756269a91a56d5fb1a8
0 0.7583010196685791 1054 544 1286 778 3 0.8022459745407104 832 1223 1553 1531,0114c5cd093c742334d5a5fa14140421
0 0.5190430283546448 1023 720 1281 1031,156620bd19b7dee86079be71d26bd87e
0 0.7792969942092896 961 694 1222 955 3 0.7880859971046448 613 1159 1551 1416,68389e585575ff6e536f3fbff8101474
3 0.3955079913139343 874 1291 1717 1769 0 0.6630859971046448 1053 838 1299 1096,4a24da485b9550c8df8b19caff945cdc
13 0.3923340141773224 211 604 691 1045 8 0.4514159858226776 293 785 341 827 0 0.5063480138778687 954 648 1191 910,3024b7dc8e38999c16ab20ed51c7aa2e
0 0.6235349774360657 1032 709 1379 1196 3 0.7685549855232239 619 1620 1651 1991,9f7a76f14e777ed53606a7d6d3ef3890
10 0.4267579913139343 1223 620 1853 1777,b8202fc93f201492ab7880cb6b4c9165
0 0.5419920086860657 935 701 1132 927 3 0.7695310115814209 768 1115 1499 1487,1b6c09c247c93d8fd21adf55814476fb
13 0.30224600434303284 361 410 873 1031,98cfae70f256055ec24e8ba2dfd54ca6
9 0.3098140060901642 576 28 881 250 0 0.7021480202674866 1109 503 1271 747,b0f891aceeaa1e6fe1de0fd072389686
10 0.5776370167732239 168 416 881 1667,7a4bbf44262ba36208dbb20153f4569d
0 0.6542969942092896 1043 448 1339 793 3 0.7221680283546448 713 1084 1715 1487,93abddc3fe8d832eac4e48ef666437cd
0 0.3833009898662567 997 896 1231 1093 3 0.6411129832267761 740 1355 1562 1792,c8f9493ed65b68adb82000cb7ca7baf3
10 0.44604501128196716 29 891 777 1463,bd82bfb604a82629f08b99b1c165db35
13 0.3134770095348358 1103 199 1345 430,943587a46ada0ee193c60a106ac61934
0 0.3034670054912567 969 757 1245 1057 2 0.3117679953575134 1023 791 1239 1014 2 0.3298340141773224 1114 864 1231 1005,2a8be2bd51a3851ed0ce9c84e9a62426
0 0.6152340173721313 978 587 1216 909 3 0.7797849774360657 687 1243 1656 1602,8079e09258000b9f94f8318ce4d0412d
0 0.6757810115814209 1068 623 1284 971 3 0.7597659826278687 794 1363 1554 1727,68ad460a32591dc2d5d522e9c913cad8
3 0.7153319716453552 766 1280 1420 1552 0 0.7602540254592896 971 658 1151 905,35666a43bb8105a07d1020d9a4839f2f
13 0.3793950080871582 1179 246 1772 896,23f29ee2101fa421afeb84cf923ee9b6
9 0.5053709745407104 543 41 860 346,97a05a3ade68254d5163547aab61f3f4
3 0.6376950144767761 516 1365 1333 1650 0 0.6982420086860657 855 655 1101 926,e88010a078a87a4c1cc42cf761e2c72a
13 0.42041000723838806 438 824 592 899 3 0.6757810115814209 734 1257 1450 1559 0 0.7607420086860657 1033 658 1312 977,4e39db9ee3a3fa04e219e4649581708a
0 0.7910159826278687 1030 516 1266 766,9823c13f2412bfef40728c2f08972b03
3 0.7465819716453552 716 1368 1602 1653 0 0.7626950144767761 1014 648 1254 930,d8dbee83116aef5c27b78b8b6aa53170
10 0.4045409858226776 1515 1315 1803 1589 0 0.7119140028953552 979 610 1218 906,32ed4f132b9f0077a309b0d91fc944e2
3 0.6689450144767761 785 1315 1681 1762,b8de83edc69e3eb2e8837f74ff988557
3 0.7055659890174866 716 1463 1713 1858 0 0.7563480138778687 1044 623 1276 900,be904250a48381ded92ee7d690cf3687
10 0.4575200080871582 1395 1114 1682 1392 3 0.5219730138778687 630 1068 1452 1331 0 0.6142579913139343 912 591 1156 840,5d839d09ab9417b4ea3e6e92961e0747
0 0.6831049919128418 1022 489 1225 744 3 0.7451170086860657 722 1117 1524 1448,be1bb194dfb986bf7554b491852b8901
8 0.3984380066394806 414 1358 459 1396 8 0.6201170086860657 376 969 473 1058,cca122e46a24a6ccfeba9ade9f7b933c
0 0.7519530057907104 1035 464 1330 805 3 0.8242189884185791 635 1103 1704 1411,7653a1c4431f1929ae8c73588e39b8d5
0 0.6616209745407104 1044 426 1261 671,2201904fdc9c81df726cb626bf58edeb
8 0.38647499680519104 486 717 526 761 0 0.4978030025959015 977 725 1214 1033 8 0.5761719942092896 1507 710 1563 778,2ad18a594cbaf3c6d6145a7775829554
3 0.7338870167732239 658 952 1584 1270,3c7949b75bb527c91a6518e4f40fc87a
0 0.5073239803314209 987 721 1258 975 3 0.5356450080871582 737 1293 1622 1607,c32573547f924b6b663798730d915724
3 0.6811519861221313 692 1449 1607 1830 0 0.7363280057907104 970 846 1257 1137,2016c404039deb1d04073250fa84a328
11 0.45849600434303284 1184 241 1553 363,018a2fe44c3451281ec338c27ecc9c53
9 0.3732909858226776 1118 0 1459 184 0 0.7426760196685791 1103 724 1376 1014 3 0.8256840109825134 775 1372 1639 1644,3633b8a8cffa248a55bab4084f4ff5e9
13 0.3488770127296448 345 1304 509 1590 0 0.47900399565696716 1025 706 1240 932,bf429fed8c01a5d6014d86f2aa3385fa
3 0.5727540254592896 580 1310 1547 1725 0 0.6909180283546448 969 667 1222 1000,44227b3ea199ef4a06524f5c843e2608
0 0.5126950144767761 942 811 1206 1192 3 0.7988280057907104 531 1658 1617 2074,1bc4c3008d6a7144722daa35a7ff2b00
3 0.7363280057907104 830 1348 1749 1691 0 0.7446290254592896 1214 671 1453 908,367465e5c96651ee8dac93a11fe7c0c0
13 0.36914101243019104 1120 716 1440 1077 8 0.38354501128196716 1315 748 1366 791 0 0.5258790254592896 910 948 1120 1168,de4ab903cee751d979e2a7c14f51500f
11 0.3137210011482239 189 1759 344 2026 8 0.3154299855232239 1488 1660 1576 1757 10 0.3193359971046448 168 1762 379 2034 0 0.5527340173721313 984 637 1228 889,f3ae85dcad0b8befecc06e496f3c4263
3 0.5864260196685791 746 1155 1724 1563 0 0.7128909826278687 1106 498 1378 824,4b56bc6d22b192f075f13231419dfcc8
0 0.6879879832267761 1011 652 1244 896,02957c14fee52ac6d0617e6d86275a25
3 0.7504879832267761 692 1006 1598 1425,3cf65c76b376cba244af23e119d705b9
0 0.7626950144767761 963 839 1199 1138 3 0.7768549919128418 699 1492 1551 1914,6e2a38e4cc5b4cd14dba22285a5cd210
2 0.33789101243019104 1165 747 1223 841 0 0.6904299855232239 999 669 1232 899,a76bd15bd83fe8e44ccdfd058d42d4aa
0 0.3884280025959015 999 560 1228 791 8 0.4069820046424866 389 413 834 907,2461ca359068b06237e93aae140a25f3
0 0.5747069716453552 1017 538 1305 934 3 0.6821290254592896 661 1251 1759 1632,b4dd6dada2ebdf6899c21a3bc081d796
3 0.6064450144767761 698 1258 1517 1619 0 0.6860349774360657 1000 636 1259 931,ffeffc54594debf3716d6fcd2402a99f
5 0.3029789924621582 1219 437 1740 1846 11 0.3623049855232239 1141 185 1464 329,fdd323a08a8d9890c938351d465108b6
8 0.4331049919128418 388 1540 479 1631 8 0.4838869869709015 1536 1497 1622 1580 0 0.7065430283546448 991 799 1266 1083 3 0.8007810115814209 705 1390 1509 1722,eaa4b09922cfd1c4130787403173e93a
2 0.3037109971046448 1113 586 1336 902 0 0.3811039924621582 1089 586 1338 898,44e0f233a3ade73cab164079b182bf41
3 0.47851601243019104 769 1449 1756 1885 0 0.6372069716453552 1042 579 1286 872,64bb0c2fe03598b5b9c90ddc2f68eaeb
9 0.37646499276161194 1335 184 1913 573 0 0.4619140028953552 1041 702 1281 980,4524f9b0da0eb546173210ef937b583c
8 0.3325200080871582 1092 524 1486 1005,8f186efb51af999168f501bda156eda5
3 0.5893549919128418 712 1376 1471 1694 0 0.7744140028953552 959 634 1213 907,4bbfc3389565fc0e2617678317127940
0 0.6791989803314209 1093 551 1283 794 3 0.7353519797325134 854 1223 1518 1512,92c4bde91acc54147a32701d24422734
3 0.4257810115814209 692 1459 1564 1764 0 0.78125 975 715 1230 978,4e29508a919faf1d425a6a8c14d7a08d
3 0.6577150225639343 822 1210 1757 1529 0 0.7436519861221313 1177 727 1409 957,bb3d26414a85af5edf485b330607860d
0 0.7480469942092896 974 611 1221 837,c996a67b615c29ae24418c918bd44c69
0 0.7285159826278687 1123 898 1385 1183 3 0.8349609971046448 788 1370 1679 1694,5bac140ce817cf691563067d70952e95
3 0.7695310115814209 733 1567 1495 1881,a2a8071358cf2858d45596364fd4ec85
0 0.5805659890174866 1029 601 1224 838,414ae85a6ec97db19ed913bde0062b11
10 0.47582998871803284 107 1323 469 1661 3 0.6933590173721313 528 1281 1568 1612,4fc9e9141f0c5a009cc703c2390a1206
0 0.4743649959564209 969 793 1198 1103 3 0.6157230138778687 673 1671 1574 2157,038a7c88fcd819549f430c1fd907658c
0 0.6235349774360657 1011 208 1336 566 3 0.75 682 712 1786 1135,eaa5aa491942a0bbc9a161ed3f08c2b5
0 0.6987299919128418 871 466 1122 714,75dc0e82de7e756942ad4dcdb45c1c8d
3 0.37524399161338806 671 1243 1686 1544 10 0.5034180283546448 120 1145 874 1684 0 0.7807620167732239 1071 643 1338 911,5bb68aea19f6eb00d28d0e6386afecfc
10 0.31835898756980896 0 1358 689 1736 10 0.3410640060901642 74 1409 208 1601 11 0.3945310115814209 66 1384 206 1607 0 0.7182620167732239 923 722 1151 962,24b3b89454ece6db0ba1a5cb83f3421a
13 0.3156740069389343 1349 995 1590 1140 0 0.4257810115814209 1007 575 1276 973 3 0.7221680283546448 757 1361 1658 1743,a3106645d9ff642b102c1fae08356865
0 0.6000980138778687 959 615 1366 1117 3 0.7407230138778687 689 1346 1460 1634,d23f3e07cbc9ef75f47407eccac43d73
3 0.5297849774360657 736 1337 1527 1623 0 0.5424799919128418 978 659 1392 1093,d25885006314439d3d359c94d1ea63e9
11 0.3784179985523224 1178 362 1510 522 11 0.4194340109825134 574 311 897 454 0 0.6601560115814209 1063 686 1311 944,3dae58e1cf69a2284f2a44ded5c7405a
13 0.3076170086860657 1470 1123 1729 1204 3 0.5737299919128418 747 1220 1597 1511 0 0.7734379768371582 1033 517 1259 766,1451cd2c3fcfc23f5ae219814bb27e77
13 0.4912109971046448 1470 1109 1660 1185 0 0.6640620231628418 1094 631 1268 840 3 0.7495120167732239 843 1139 1558 1389,27ae5a2982f9ef772cccfbd14332f965
3 0.5478519797325134 749 965 1599 1242 0 0.7153319716453552 1006 449 1328 781,42d2ad470aec5b121fb71822abcecd69
9 0.3837890028953552 346 24 845 384 3 0.6245120167732239 701 1319 1598 1738 0 0.7246090173721313 1069 606 1345 922,cffa67149b86b1359623d25f061a2063
10 0.3576659858226776 81 1619 324 1968 3 0.5986329913139343 491 1374 1611 1782 0 0.6845700144767761 1059 598 1361 1003,7af60baf02292ff2c0b2a25cc9106358
11 0.3386229872703552 1759 1706 1889 1917 0 0.47582998871803284 1047 689 1286 937,f2495f8fc8e1640e7ca9383966aa9f5f
8 0.46240198612213135 479 829 545 894 0 0.5209959745407104 904 886 1153 1142,9074b5859c254e4cc0d1ae9781cfcdf1
3 0.3781740069389343 682 1281 1528 1581 0 0.7578120231628418 1028 614 1340 974,ea61f0761446db10c6286a6e333af0e2
0 0.3330079913139343 1004 601 1270 896 11 0.3840329945087433 490 346 796 434,aa89a83d50a147e44d6dc72893f01fef
3 0.6455079913139343 927 1230 1634 1523 0 0.7597659826278687 1139 544 1379 881,607867449f9bc95be2e163509e254752
13 0.3625490069389343 287 618 659 1004 3 0.5537109971046448 647 1323 1556 1755 0 0.7299799919128418 983 721 1213 955,eb319a3149253e25a32a6f2926cf67b2
0 0.4392090141773224 962 857 1186 1083 3 0.7631840109825134 696 1387 1586 1752,98cf181303375a6b877a30af28fa3bfc
0 0.3928219974040985 982 573 1162 805 3 0.7954099774360657 751 1204 1476 1667,60679b51d403a3a1fc020a0a86fedd8d
3 0.6176760196685791 578 1326 1452 1743 0 0.7529299855232239 916 749 1167 1004,30d01b42c2a0495ceea5873455e4c4e4
0 0.7070310115814209 966 682 1180 906,82877be2465c084b0b9bc186fc7f158f
0 0.5854489803314209 996 713 1253 1098 3 0.8208010196685791 704 1365 1707 1795,575b98a9f9824d519937a776bd819cc4
10 0.4167479872703552 93 1024 836 1552 3 0.4738770127296448 631 1131 1667 1506 0 0.4948729872703552 1037 649 1304 903,6c7235e58f45b35fa517bb1a855f7504
10 0.3081049919128418 204 1720 334 1887 11 0.32275399565696716 1476 1669 1650 1907 3 0.32958999276161194 651 1396 1468 1804 11 0.3586429953575134 190 1698 338 1897 11 0.38525399565696716 194 1456 369 1750 0 0.7143549919128418 935 650 1170 915,2ce046da31101c578df3349c36f325a1
2 0.3461909890174866 1144 747 1235 856 0 0.6220700144767761 1027 624 1263 900,743601b5826b3d21eab4b1b90ed73bc3
3 0.5048829913139343 736 1435 1716 1807 0 0.6044920086860657 1031 842 1265 1095,58ab031cf2346b3a7b8fb32fb9ccd1c1
0 0.6381840109825134 1029 662 1278 994,d20563eda118661e39a855fa825539fe
3 0.8256840109825134 625 1343 1515 1615,c5eb5f71bfa01fe274e5f6a19f6006ed
0 0.7158200144767761 1086 558 1357 850,8900e436ef9c73811c793b32127de1b8
10 0.30493199825286865 182 1478 337 1706 3 0.6381840109825134 734 1309 1665 1667 0 0.7451170086860657 1033 537 1334 979,5308d2b6f06e98bd8e7c16ed6124aff1
10 0.4111329913139343 138 1095 823 1838 0 0.5014650225639343 926 623 1161 966,b28339816a52309160153d0e27833cef
3 0.33740198612213135 633 1411 1665 1783 0 0.7333980202674866 1038 550 1298 855,e521dced7f05cc201fd9e6e30f145dae
0 0.671875 1036 567 1303 855,7cf206f4cfa9f72eb70cd9d5d9200185
13 0.49023398756980896 246 1264 661 1365 0 0.6196290254592896 938 567 1201 847,8dfdb16f2373ca92d484bb8ae376d7dc
0 0.7016599774360657 1026 705 1272 947 3 0.7978519797325134 770 1316 1620 1613,0d0a7a1b8c1495d66ac9c427a36d9f6f
3 0.6098629832267761 724 1250 1579 1561 0 0.7700200080871582 1212 541 1499 861,7ef087c19b4be20d077ae67763a63f63
3 0.734375 729 1363 1521 1698 0 0.7597659826278687 1021 786 1246 1034,1e78773b772343629858fee07ab051ec
3 0.4013670086860657 699 1202 1482 1471 10 0.4028320014476776 1397 1301 1693 1551,76150430edf4bc123a894d8dfb55b864
0 0.7578120231628418 1026 664 1284 1025 3 0.7651370167732239 760 1393 1653 1721,fd277568d5778bed67a80aabd4c2e297
0 0.7167969942092896 909 716 1172 1006 3 0.78125 653 1347 1447 1617,abffa843a8032bc9d0fd85b85ee99ca3
0 0.30615198612213135 906 729 1159 995,a4ce4aaed43f660e1055d6f30e4da63f
3 0.7045900225639343 714 1396 1665 1745 0 0.7084959745407104 985 680 1253 1008,9b294ef55b60d28d047089d91a1ca502
3 0.4206539988517761 757 1278 1476 1566 0 0.6972659826278687 1025 607 1251 848,14f8770d112738119f0f31ee75e8fc41
0 0.3325200080871582 1077 599 1330 890 3 0.38427698612213135 884 1297 1606 1650 8 0.4826659858226776 1702 1289 1768 1355,879caa633ff0c3c5a9f2c483e757b991
13 0.3098140060901642 1617 1142 1864 1239 3 0.45678699016571045 642 1153 1556 1426,6f81359c392e30ddea9260b22d732e69
3 0.32348600029945374 658 1142 1636 1421 0 0.7680659890174866 1044 537 1369 903,85d5ef7e1090859bf9594d55460d2026
11 0.3583979904651642 1224 430 1632 569 0 0.5195310115814209 1113 736 1438 1136,07d82e7e5749cbc21633134f489a7fbf
3 0.46020498871803284 804 1287 1620 1624 0 0.6445310115814209 1078 613 1292 846,06efcd37617307118fd48b3a493c133b
13 0.34521499276161194 1229 416 1630 826,9291d31a52303b92e8df393034a0a367
8 0.35742199420928955 563 1160 709 1297 0 0.6601560115814209 1035 718 1282 1012,363999879bc614085397f192124c23b0
8 0.36694300174713135 568 505 616 547 13 0.3911130130290985 446 305 911 668 0 0.39868199825286865 1037 635 1263 907 8 0.47582998871803284 400 1023 432 1053,72bce8eed8324b1544f1698f56a2b0ba
3 0.6201170086860657 732 1085 1614 1355 0 0.7236329913139343 1055 488 1299 772,7c76f17be369b75874a62917c8daa626
0 0.7216799855232239 1021 770 1291 1090 3 0.7915040254592896 714 1393 1677 1783,9dda26bc7998dba2e4d8592801138fad
10 0.32348600029945374 110 808 929 2236 10 0.4250490069389343 228 260 933 1380,b065d3b4da92b8015b47224341661fd8
3 0.5419920086860657 694 1345 1411 1633 0 0.7128909826278687 910 726 1149 984,3e5c0424caa46a69a36024deb828d5de
3 0.6401370167732239 692 1223 1606 1539 0 0.7465819716453552 1049 538 1340 888,f53abed5f97de8473a4a09bd9742282c
13 0.3020020127296448 1354 667 1750 1357,19da7247b897983617e17c69636620ad
0 0.7685549855232239 862 398 1092 646 3 0.7827150225639343 571 960 1433 1207,5c5692c89519d119928a04d16613b55b
0 0.6811519861221313 1033 573 1229 837,8949bd29efc31aaf1425666bf2bc6f33
3 0.6835939884185791 616 1396 1402 1664 0 0.7578120231628418 884 680 1189 1031,16565752b931dfbec4b042b26786401a
0 0.5551760196685791 972 604 1234 910,fe712042bd989a581a931a300fee1203
13 0.3081049919128418 328 464 904 1139 11 0.3085939884185791 141 1995 262 2188 13 0.3637700080871582 1177 385 1747 1044 11 0.41723600029945374 1177 337 1609 494,fa5f06ba5deade163b028b37cfe68901
3 0.3481450080871582 802 1156 1520 1498 0 0.6538090109825134 1092 457 1401 875,807797c8ef120370d45796ed35260d81
0 0.4931640028953552 1051 704 1307 949 3 0.7490230202674866 720 1179 1720 1506,bb72868e96a7c3c5b82dae9f1d814eec
11 0.35302698612213135 354 432 812 697 3 0.4152829945087433 718 1470 1621 1975 0 0.6127930283546448 988 804 1249 1102,cf3f071a229e2d4433abcb38c4b35cac
0 0.6166989803314209 1078 738 1398 1154,6c36bf0795da73a547d0a6269c33daf6
0 0.49975600838661194 1028 672 1303 1019 3 0.7260739803314209 702 1298 1678 1725,af4c1f381399cfac17a6e0b983261a4e
3 0.5014650225639343 724 1186 1471 1521 0 0.765625 982 431 1249 763,b0cc2c92c421a86197cf135253e57e51
3 0.4365229904651642 681 1337 1653 1761,d3e275e681d082bcc003336b8355b2f2
0 0.6450200080871582 919 861 1276 1279 3 0.7822269797325134 613 1507 1677 1849,36e495b7888099453ba79ff57a2c4334
0 0.7797849774360657 1038 644 1300 913 3 0.8408200144767761 777 1212 1592 1546,010a3dbb67bc37800a041866844861b1
8 0.37304699420928955 414 1294 477 1343 8 0.546875 294 1408 346 1471 0 0.5585939884185791 1029 818 1288 1083,6aee48100cc84e8ce9fa362fbac6113b
3 0.5971680283546448 687 1388 1646 1868,21042debbedcf41f16302df107a594a2
11 0.3488770127296448 54 1644 183 1843 3 0.42333999276161194 689 1333 1582 1667 13 0.484375 1419 1242 1712 1363 0 0.5273439884185791 943 717 1205 957,4127fa1e8bcb9931cc8b49367eecef78
8 0.3242189884185791 1671 1516 1719 1569 0 0.5605469942092896 1103 532 1365 835 3 0.5971680283546448 688 1199 1596 1567,6974b05fb97620ec153a9eb3200db4eb
0 0.59375 925 846 1155 1081 3 0.6577150225639343 646 1429 1575 1750,b18616900ff4b4ec90b24128d309b546
9 0.3566890060901642 531 157 761 377 0 0.5424799919128418 1074 668 1275 907 8 0.6040040254592896 652 557 718 642,e895c0a84cf6c38ffee0cfd5be9849fd
3 0.7719730138778687 857 1171 1588 1555 0 0.7778319716453552 1150 585 1373 869,ed4efe30ae54fe3f57904eb7d738fd99
0 0.7612299919128418 991 568 1291 916,7e16bd1b032a6695e408353dfa8499f9
3 0.5883790254592896 752 1519 1635 1926 0 0.6728519797325134 1064 834 1299 1145,133e82d124d799fedca8146107d2c5e7
13 0.34350600838661194 288 1048 650 1198 9 0.4887700080871582 0 1125 162 1944 0 0.6875 995 733 1215 954,e86cde1dbe7a082d03b9c38b400e4c67
3 0.4174799919128418 647 1087 1367 1428 0 0.6962890028953552 914 596 1155 834,b7b84cc718930bb70aa2fdcb53cfb98e
0 0.7622069716453552 912 731 1179 989 3 0.7949219942092896 642 1352 1490 1703,e1a4dd4c30b1757eafb095021def4d63
3 0.7177730202674866 677 1136 1518 1401 0 0.7485349774360657 1016 559 1272 842,2a848e44e179f5e9b7d708835cfa5109
0 0.4663090109825134 1008 729 1261 979 3 0.7548829913139343 700 1286 1643 1600,55a6f35d1fc71adbb833ae726a42e46e
11 0.3637700080871582 411 403 805 570 0 0.6420900225639343 993 703 1251 1030 3 0.6904299855232239 770 1359 1714 1706,98930c53682b85b91e22c7a59cfc36fa
10 0.39599600434303284 1041 316 1822 1759,80bd0e3e1fbd70822b77e8df2dd00ff2
0 0.4396969974040985 1029 691 1295 1024,10ab7eaa1ef08dea7a899cc893564838
0 0.7114260196685791 989 396 1331 806 3 0.7138670086860657 791 1105 1572 1431,7e038329e627ea69d841e973c82763ba
0 0.37963899970054626 1062 530 1399 911 3 0.41552698612213135 553 1170 1507 1549,d7aea6f37597df566725da73655edcc2
3 0.5917969942092896 647 1137 1558 1585,373c57c281c8b4476ee2603757fde26a
13 0.32348600029945374 230 401 804 981 0 0.6455079913139343 1008 604 1294 889,af4f5a12b32b5d76951f3994cd7e9ad6
0 0.7768549919128418 994 609 1265 918 3 0.8427730202674866 736 1208 1608 1553,389f167c16b70e1eb1aa219fedc373b7
3 0.6728519797325134 832 1145 1446 1448 0 0.6835939884185791 1077 544 1293 856,d75471409759c988b3380b9a675fd12c
11 0.37084999680519104 549 252 866 366 0 0.43554699420928955 1004 685 1269 947 8 0.5766599774360657 198 1714 275 1775,402e634d189693e887ccd6e488a4b29d
11 0.3425289988517761 1177 287 1513 400 0 0.4169920086860657 1033 665 1236 874,cd49c1e8e2c3e37a4dc3325c986a609f
3 0.7143549919128418 696 1444 1659 1826 0 0.7275390028953552 1019 763 1267 1089,da6434d2962b74259909abfdf93d4e6c
8 0.4562990069389343 1369 672 1432 740 3 0.7260739803314209 603 1355 1585 1721 0 0.7583010196685791 990 756 1264 1051,7aff3521c214e535c920bdbd0b1a8a45
8 0.33447301387786865 1513 815 1566 861,c7d940c13f1be3feeb46adb7e8206de9
3 0.5600590109825134 728 1339 1687 1728 0 0.6020510196685791 1038 702 1351 1052,a07064273b3f1112655970e8326f25df
0 0.546875 1074 550 1322 843,47110277377a779131d0e08d4389a503
13 0.4367679953575134 1272 712 1425 798 0 0.7138670086860657 805 469 1040 699 3 0.7739260196685791 595 994 1345 1252,84073a6a8201f339407be82dda7e1303
13 0.3586429953575134 373 495 699 829,392910e2001c7d9710d1e11f1bf4bd73
0 0.6914060115814209 987 879 1276 1280 3 0.7631840109825134 703 1590 1657 2006,83b7785191c812c71f06b948e5843515
0 0.7680659890174866 1050 592 1273 821,d10befbaf9fa291ed319f7118515a20c
8 0.33178699016571045 591 923 635 973,cc47c14b9aa97e08fad1925a6dc1efee
13 0.3837890028953552 429 410 901 864 3 0.4912109971046448 652 1183 1651 1690,91b45e8d4bd5c08b849e3a1baea0270a
0 0.7084959745407104 978 464 1253 774 3 0.8090819716453552 705 1047 1545 1345,1ad1420c6bf26f67e1f0d1140e938efd
0 0.6557620167732239 1003 640 1215 866,87a724e9ba23be348dbaf24878afa014
3 0.5488280057907104 835 1531 1377 1848 0 0.6616209745407104 980 970 1161 1205,0686521b0b8cf9426f253601b805fb52
13 0.3889159858226776 1585 1123 1826 1206 0 0.6367189884185791 1067 519 1331 863 3 0.7680659890174866 693 1195 1785 1686,e7136e97a466963b452941e91b6330fe
0 0.6811519861221313 1039 702 1295 985 3 0.8222659826278687 669 1363 1713 1732,8448867ddbba0f6ee5072f8c4d633f3c
3 0.5810549855232239 684 1372 1669 1775 0 0.7622069716453552 1035 576 1310 928,33bcd2002f1d92524e489a70b48aaf38
3 0.6298829913139343 777 1252 1437 1461 0 0.7475590109825134 974 746 1189 975,6452a9e9489dadc789cb44af7d3dadab
10 0.30444300174713135 85 1137 755 1706 0 0.6303709745407104 1026 705 1255 916,b0df2d378c04b59dbd0f7c20352c35e8
3 0.5332030057907104 752 1232 1470 1517 0 0.6967769861221313 1023 577 1276 924,146584f4913fd351785bf9159fd17617
0 0.6176760196685791 1019 651 1323 1023 3 0.6254879832267761 722 1258 1780 1769,5e81bf594edfd5481fc4a2fe942bb0a6
0 0.4057619869709015 1002 506 1317 915 3 0.5375980138778687 661 1208 1610 1542,a63b427ef8132749b8f71c66983d3231
0 0.5122069716453552 1058 612 1262 904 3 0.7426760196685791 840 1325 1555 1659,7e27268a3207b3c92b29380778076742
13 0.43334999680519104 562 388 963 903,2cb59fe7e250f3e883c884e726719115
0 0.32958999276161194 852 1019 1139 1264 3 0.33447301387786865 675 1698 1435 2001,ad7ccd5224c39c8f0c6675044e95f185
0 0.6650390028953552 985 749 1261 1071,1224f07d895107573588225f692e94f9
0 0.7612299919128418 1001 760 1245 1053 3 0.7700200080871582 707 1494 1587 1821,ea14c8ae2edae2b343920df92bfce974
