PredictionString,image_id
13 0.3476560115814209 627 418 845 830 0 0.4506840109825134 984 633 1216 939 11 0.5009769797325134 560 339 835 497,cb9658d61c84a99ba31665f40cb0788d
13 0.3488770127296448 607 259 855 556 13 0.36694300174713135 1247 213 1523 486,943587a46ada0ee193c60a106ac61934
8 0.3142090141773224 288 1864 386 1974 0 0.8422849774360657 1131 760 1359 1036 3 0.8798829913139343 888 1704 1815 2078,b06c6e447980a2561175026ad10ae04d
0 0.8271480202674866 1007 518 1232 733 3 0.8974609971046448 712 1076 1569 1328,a71462e25ea94178b2ff97939d7af7ec
11 0.30712899565696716 564 1330 775 1630 13 0.3559570014476776 531 1118 611 1315 2 0.3627929985523224 1643 780 1770 965 2 0.3754880130290985 1653 791 1835 1221 11 0.4091799855232239 381 1906 540 2059 8 0.4250490069389343 1730 1431 1779 1488 2 0.5722659826278687 392 1906 539 2051 3 0.7583010196685791 893 1643 1757 1998 0 0.8251950144767761 1157 800 1390 1116,df2e21b90ce0510ed66e161136cf60ad
3 0.8081049919128418 874 1302 1858 1673 0 0.8217769861221313 1175 602 1409 895,4016b176eaf40d514b0559a0aeb48f21
8 0.5751950144767761 645 1198 727 1273,3ddadcb081c3779b4b569d9ec57f5208
3 0.4692380130290985 690 1368 1638 1616 0 0.8559569716453552 1028 659 1300 931,69afc1cd6a3209dfc08651a43e7628fd
0 0.7792969942092896 885 761 1186 1046 3 0.8735349774360657 632 1226 1563 1478,3727a613e597811aee451370fde09c49
13 0.40771499276161194 1597 1179 1913 1774 0 0.6044920086860657 1095 635 1369 904,1245f853816564c0ee3f1b9e93521ff0
10 0.4621579945087433 1700 1634 1898 1811 13 0.5117189884185791 398 455 841 780,23f267e42a7e9f496aa143fe11f241ff
11 0.3449710011482239 358 1568 499 1767 3 0.4130859971046448 904 1346 1737 1675,db8cef631031c241d7eea067c09fde94
7 0.33789101243019104 468 1579 797 1920 3 0.47582998871803284 712 1593 1756 2060 11 0.5405269861221313 649 326 992 456 11 0.5961909890174866 1307 359 1676 531 0 0.7709959745407104 1188 709 1435 963,3dae58e1cf69a2284f2a44ded5c7405a
0 0.8823239803314209 1207 733 1500 1109 3 0.8945310115814209 840 1698 1922 2168,51d1cf3040cca32ccbfdb70b95168fbb
5 0.34521499276161194 433 512 912 1637 2 0.3581539988517761 1288 868 1350 938 2 0.5668950080871582 798 295 905 426 3 0.7802730202674866 888 1210 1799 1483 0 0.8447269797325134 1133 512 1383 769,6c35a010256b29d6db4956f5bffff4a2
0 0.7880859971046448 1068 715 1314 976 3 0.8471680283546448 832 1319 1776 1594,d79e29f792f1225d45994d75d624f8d1
0 0.7421879768371582 1092 749 1374 1030 3 0.8476560115814209 775 1483 1816 1827,ff0b6f6423f910a910be0c5729424e58
8 0.3120119869709015 172 1702 209 1731 10 0.3249509930610657 1962 1974 2116 2163 11 0.35791000723838806 1971 1991 2099 2161 0 0.8408200144767761 1081 800 1428 1209,f3fc4e540d940916de69e6a7e928cead
11 0.33398398756980896 224 2175 316 2309 3 0.3488770127296448 837 1595 2074 2183 13 0.37475600838661194 1337 1165 1778 1599 10 0.38354501128196716 1366 1486 2003 2147 0 0.7929689884185791 1120 843 1374 1168,3759c5c3b6dd31e4f79dad538500928c
0 0.8295900225639343 1126 479 1359 749 3 0.9174799919128418 794 1132 1711 1423,c6de0bd21c84a2c1eac1b869e79e7ffd
2 0.4145509898662567 1099 854 1324 1098 0 0.7919920086860657 1071 844 1319 1108 3 0.8149409890174866 799 1447 1752 1836,8b1beee6ae2a00d5a98483e50c7ac0f2
11 0.3007810115814209 1817 2033 1949 2293 6 0.32348600029945374 1376 802 1787 1193 11 0.3286130130290985 1355 248 1623 377 10 0.35302698612213135 1812 2015 1955 2295,a3138b15692cfedc5a35d1bf5314616e
11 0.3776859939098358 1231 431 1712 626 11 0.4040530025959015 547 443 950 556 0 0.46118199825286865 1094 817 1364 1128 11 0.6059569716453552 480 431 929 632 3 0.6269530057907104 828 1580 1753 2044,cf3f071a229e2d4433abcb38c4b35cac
3 0.625 873 1169 1684 1409 0 0.7763670086860657 1163 543 1395 761,eae9d1efd139bba5e4acbb3333eff429
0 0.5273439884185791 1174 728 1424 958 3 0.8950200080871582 814 1265 1846 1551,bb72868e96a7c3c5b82dae9f1d814eec
0 0.6791989803314209 1121 654 1346 984 3 0.8754879832267761 784 1215 1704 1572,bd931b74386e3e3f2934b1741c77d5b1
11 0.30273398756980896 1167 472 1624 616 7 0.3615719974040985 272 1349 741 1720 0 0.4335939884185791 1043 787 1315 1046 10 0.5434569716453552 200 1333 769 1949 11 0.5766599774360657 485 506 921 656,52979eadb9adb0c1dc9a64fa0d3c4d26
0 0.4851070046424866 845 599 1626 1287 3 0.7304689884185791 758 1358 1984 1962,f78a44efd6e19fe5e6f71247a4d97126
0 0.7817379832267761 1210 768 1437 991 3 0.8925780057907104 910 1368 1861 1733,6d55788f759da917cf8b89f300764dee
11 0.32226601243019104 176 1840 387 2097 10 0.3405759930610657 178 1847 367 2090 8 0.3583979904651642 1466 352 1554 454 0 0.8344730138778687 1158 582 1421 858,7cf206f4cfa9f72eb70cd9d5d9200185
11 0.48974600434303284 705 238 1007 314,1071b3b85121012c5061894bf3b8704b
9 0.3789060115814209 432 1109 837 1353 11 0.39428699016571045 597 481 855 572 13 0.41552698612213135 435 1114 834 1341 3 0.7373049855232239 808 1135 1540 1446 0 0.8295900225639343 1090 672 1414 981,cca5fa8df1efa35b42580fc781efadb7
10 0.6313480138778687 398 904 992 1554 13 0.6557620167732239 760 797 892 955,f3e804892343e3b12e2542939d9101a6
13 0.3884280025959015 791 361 918 465 13 0.5146480202674866 1464 387 1921 867,acc6529ff7e03c2a225fd1ddb5319db8
3 0.3811039924621582 792 1200 1687 1580 11 0.47582998871803284 1340 58 1593 138 11 0.5556640028953552 563 107 918 205,696214f9b38c455d2b867484da3570d8
7 0.3537600040435791 772 377 999 736 0 0.7719730138778687 1125 732 1478 1094 3 0.8857420086860657 625 1548 1924 2044,4552f5fcf83d643416d9da169bfbba67
10 0.3945310115814209 1689 1044 1997 1576 3 0.4582520127296448 735 1167 1866 1581 10 0.5371090173721313 1348 992 1999 1688 0 0.6240230202674866 1123 831 1411 1107,9875e42950bf3e157e96b0fc8c6f4680
0 0.8442379832267761 1198 549 1391 776 3 0.8842769861221313 947 1081 1729 1351,50d427f8dcf1ce69704b69db12d52192
8 0.5200200080871582 739 484 783 546 0 0.7285159826278687 1034 836 1321 1207 3 0.8598629832267761 604 1719 1760 2132,1bc4c3008d6a7144722daa35a7ff2b00
3 0.6665040254592896 820 1570 1661 1951 0 0.8574219942092896 1078 688 1306 1030,c465dd63a0c768fac5d985c9d14c4aa8
3 0.8110349774360657 750 1223 1565 1478 0 0.8183590173721313 1018 588 1237 820,d56fd281ce49dd0ed4dfcf1d72ca78d0
3 0.7934569716453552 860 1465 1785 1771 0 0.8657230138778687 1146 700 1403 1034,fd277568d5778bed67a80aabd4c2e297
0 0.7519530057907104 1005 758 1259 1040,a4ce4aaed43f660e1055d6f30e4da63f
13 0.4323729872703552 1772 1718 1868 1770 0 0.8398439884185791 1107 772 1354 1094 3 0.8413090109825134 830 1498 1770 1841,2c42c054b21c3a7ff91f13e3b43e5418
0 0.7519530057907104 1131 508 1336 753 3 0.8208010196685791 820 1184 1649 1486,be1bb194dfb986bf7554b491852b8901
3 0.3186039924621582 727 1248 2030 2164 10 0.33007800579071045 50 2085 204 2297 2 0.3588869869709015 1367 795 1518 1009 5 0.38256800174713135 223 341 1065 2050 2 0.5639650225639343 1299 746 1530 1030,613fd7f3a8b48248d4027c90a414ff9a
13 0.33837899565696716 1606 1155 1806 1219 0 0.6230469942092896 1192 656 1393 872 3 0.8413090109825134 931 1184 1689 1420,27ae5a2982f9ef772cccfbd14332f965
3 0.8261719942092896 822 1443 1732 1751 0 0.8603519797325134 1214 697 1440 956,a2509450b933cc298fbc4f25ed31baba
9 0.36645498871803284 1279 922 1481 1216 0 0.6591799855232239 1039 763 1294 994 3 0.8828120231628418 683 1378 1887 1860,7310cb76b0642a868c3eb66ce74e7d70
3 0.8837890028953552 917 1220 1746 1568,3c3050b54b5ffefafd7d144497cf04d4
7 0.3220210075378418 591 964 797 1068 3 0.7773439884185791 822 1284 1613 1569 0 0.84375 1136 605 1393 940,146584f4913fd351785bf9159fd17617
0 0.4052729904651642 1156 873 1439 1124 2 0.5375980138778687 1171 881 1433 1114 3 0.7822269797325134 932 1320 1938 1816,4a24da485b9550c8df8b19caff945cdc
0 0.8378909826278687 1051 644 1327 938 3 0.8588870167732239 619 1186 1515 1487,4c136dc24756a39edd30f610a01029df
0 0.8085939884185791 1136 873 1384 1128 3 0.8769530057907104 848 1547 1868 1861,58ab031cf2346b3a7b8fb32fb9ccd1c1
3 0.40625 834 1197 1483 1514,9163f352663788a365db4685d32099b6
7 0.3242189884185791 511 1138 850 1478 10 0.5263670086860657 247 771 893 1622,0f81902a673f0d826b55ea9dc9da297b
13 0.3698729872703552 479 1541 566 1673 0 0.5854489803314209 1134 731 1350 936,bf429fed8c01a5d6014d86f2aa3385fa
0 0.7763670086860657 1093 538 1349 794 3 0.8784180283546448 837 1059 1739 1310,7736d86868e78aeb6cf52f6263fe6598
11 0.43042001128196716 1077 457 1468 563 0 0.7045900225639343 933 684 1201 950 3 0.8515620231628418 565 1410 1481 1713,e88010a078a87a4c1cc42cf761e2c72a
11 0.5429689884185791 514 183 891 322,a398135fec0dd0d8239d5b6d8d24454b
13 0.3115229904651642 1777 1753 1851 1812 2 0.32226601243019104 1780 1753 1853 1814 2 0.48242199420928955 1304 984 1416 1199,0e6da52d629393b3bcf24d8e99c1ea3f
7 0.3271479904651642 631 881 782 1025 11 0.43212899565696716 790 354 1012 436 3 0.8261719942092896 967 1305 1663 1553 0 0.859375 1155 612 1346 854,36d12290ed702e358cabe1d85657dafb
0 0.78125 1096 785 1385 1122,4bbfa8505b7fbc0685c14d1003763f9e
0 0.3625490069389343 1099 1016 1265 1216 2 0.44335898756980896 1094 1023 1272 1219,0686521b0b8cf9426f253601b805fb52
0 0.8125 1001 530 1237 747 3 0.8295900225639343 716 1163 1649 1405,c1b09655bffba16895cfed1be6ccdf6d
3 0.3762210011482239 836 1501 1816 1923 11 0.4045409858226776 1260 218 1754 596 2 0.44897499680519104 1266 640 1396 843,c36e768eae71d51ac540131145d4c101
8 0.3618159890174866 739 798 794 840 3 0.4348140060901642 720 1072 1590 1368,4ba445edf32750faf59f06cb09f1ed93
2 0.3388670086860657 1296 647 1351 737 0 0.7949219942092896 1229 514 1391 757,b0f891aceeaa1e6fe1de0fd072389686
3 0.7724609971046448 835 1730 1531 2064 0 0.8701170086860657 1079 837 1308 1208,852ec6a0bcb9608ffee9b3fda0867f91
0 0.7119140028953552 1116 693 1345 913,a76bd15bd83fe8e44ccdfd058d42d4aa
11 0.3413090109825134 142 2186 253 2352 13 0.3823240101337433 1615 779 1841 1018 13 0.5166019797325134 1325 349 1605 680,379aef556ea6744aa51174e342fabcef
13 0.33837899565696716 223 1513 389 1591 10 0.4543460011482239 145 1539 373 1923,d1605d4007fbbdbec96acce4a834d10b
11 0.31103500723838806 1378 509 1612 574 11 0.5292969942092896 590 464 885 549,17b6cfad0ea2ecd3b9511743a608bcb7
3 0.8427730202674866 715 1636 1787 1982 0 0.8647459745407104 1157 827 1427 1124,8c9946f1106496dc13bc64cd0532c370
10 0.33007800579071045 221 1410 383 1699 10 0.3850100040435791 1894 1403 2064 1635 3 0.8027340173721313 849 1235 1906 1667 0 0.8779299855232239 1201 511 1507 854,4b56bc6d22b192f075f13231419dfcc8
9 0.3928219974040985 1296 890 1571 1277 3 0.9086909890174866 792 1445 1839 1948,27e6678a92ac10ed461ddc9f04bd3fcf
11 0.3364259898662567 225 1947 349 2104 0 0.8212890028953552 1206 611 1458 871,021ed4f8af985c0fc68335abb2cf2ed7
11 0.4877929985523224 553 544 936 667 3 0.7114260196685791 842 1652 1696 1995 0 0.8701170086860657 1141 820 1416 1108,a7eaf74178c4aca851e331b2c8503ff1
13 0.4072270095348358 417 675 866 1240 11 0.4079590141773224 362 516 971 899,19da7247b897983617e17c69636620ad
2 0.3203119933605194 285 1236 353 1311 11 0.3737789988517761 439 255 1066 551 13 0.3801270127296448 1672 790 1952 1133,9b1d076abcb937c2e19f7c2e10dbcbc0
9 0.4653320014476776 480 1352 1077 1947,803e047ce22c14175d0631e947ed1599
0 0.7324219942092896 1222 683 1454 937 3 0.8964840173721313 851 1372 1926 1749,b9bf0f1b540eaf41cb590ee0a15fe0e7
7 0.4235840141773224 285 531 953 1614,b065d3b4da92b8015b47224341661fd8
2 0.32397499680519104 1157 808 1216 875 10 0.3349609971046448 249 1636 346 1788 11 0.35009801387786865 249 1637 348 1790 0 0.6030269861221313 1058 659 1294 880 3 0.7509769797325134 727 1399 1555 1714,2df96190b0062c04b4dad588079c4caf
4 0.3046880066394806 1340 701 1662 968 8 0.39917001128196716 1347 687 1641 982 10 0.41040000319480896 1941 1319 2143 1600 11 0.41650399565696716 1398 309 1876 498 3 0.44335898756980896 826 1175 2033 1552,ac1d94eefdeeb76ee96e56b8856f7209
3 0.5180659890174866 781 1493 1774 1950,21042debbedcf41f16302df107a594a2
7 0.45507800579071045 364 1088 820 1503 0 0.7875980138778687 1058 612 1314 883,1d7ba4000ddf7f707822b2aab9ed4b36
3 0.41259801387786865 734 1587 1735 1967 13 0.43334999680519104 1785 1622 1984 1686,20e88cb9beaf2949c3fdd01827404235
11 0.3566890060901642 351 1533 476 1766 0 0.7011719942092896 1119 495 1341 840 3 0.7958980202674866 871 1232 1666 1707,8f98e3e6e86e573a6bd32403086b3707
3 0.8745120167732239 750 1431 1730 1721,5448e1c9dcfbf590e62b7e862754fbac
11 0.3332520127296448 428 499 704 626 0 0.8427730202674866 887 813 1131 1065 3 0.8842769861221313 567 1441 1506 1690,37c55613c78c7775df0514fb0c804f4a
10 0.47021499276161194 204 1114 926 1996 7 0.4968259930610657 328 1072 947 1693,57d537d956b0881fda614facacdd4408
8 0.5415040254592896 1513 1323 1817 1579 0 0.7880859971046448 1093 790 1368 1211,924c710624ba217ea2a275babf7903a6
10 0.30053699016571045 211 1674 592 1977 3 0.30395498871803284 423 1330 1681 1942 2 0.3154299855232239 253 1150 389 1708 11 0.3215329945087433 257 1140 389 1718 10 0.46411100029945374 227 1626 882 2006 11 0.5439450144767761 1336 224 1715 359,018a2fe44c3451281ec338c27ecc9c53
11 0.3093259930610657 1274 256 1472 328 11 0.46289101243019104 762 241 957 315,aefca6fbdab82ce59b2c7cceed75d062
7 0.30542001128196716 1316 581 1578 1099 0 0.5522459745407104 1181 564 1513 969 3 0.9018549919128418 859 1146 1789 1479,87072b31f1655d67bafa2705d96b876b
3 0.8291019797325134 755 1632 1857 1936 0 0.8603519797325134 1176 810 1456 1134,982f677d3e934cc99a7560f143b7eb49
3 0.8139650225639343 708 1503 1690 1793 0 0.8286129832267761 1096 810 1347 1064,18ee9ef3baea468de2087e0edd85e919
8 0.3442380130290985 1598 720 1643 768 13 0.4777829945087433 536 741 647 876 0 0.5205079913139343 1071 746 1323 1059 8 0.5317379832267761 1659 728 1725 807,2ad18a594cbaf3c6d6145a7775829554
11 0.3654789924621582 586 299 857 373 0 0.8637700080871582 1063 656 1319 953,4bbfc3389565fc0e2617678317127940
10 0.37915000319480896 126 1277 817 1779 3 0.59375 763 1429 1677 1714 0 0.8320310115814209 1100 785 1352 1036,c351e3875444070992012c35126bf41f
11 0.3459469974040985 534 260 890 475 0 0.6977540254592896 1182 576 1435 848,47110277377a779131d0e08d4389a503
0 0.8505859971046448 1049 671 1321 955,9f29889356a03cac6cdb9601b37b3918
13 0.5708010196685791 1612 909 1865 1027 0 0.8481450080871582 1090 528 1390 830 3 0.8598629832267761 779 1074 1848 1430,a69592721a2c215f1c77481e0eaf8751
3 0.7734379768371582 732 1584 1666 1870 0 0.8217769861221313 1107 851 1370 1148,9e394247ba5019ad6430530f0133bb68
0 0.33959999680519104 935 521 1184 770 3 0.7910159826278687 634 1074 1582 1424,83ead8dbc31cd2bbe0ddc8a93c071520
3 0.5625 820 1658 1704 1984 0 0.6933590173721313 1176 864 1388 1105,900fa6baa0c15f5c96eaed57294ec6d4
0 0.8144530057907104 1135 724 1432 1018 3 0.8779299855232239 801 1214 1776 1476,8a87a85a22182720d845212dfb44daef
7 0.5493159890174866 457 451 878 917 10 0.7387700080871582 67 373 887 1672,4117133a86ed741c387d404a8ffe5581
0 0.8203120231628418 1156 746 1442 1144 3 0.8857420086860657 830 1624 1894 2033,c20ca4cd7589fa3a77578769bf82ea1b
0 0.7675780057907104 1194 849 1433 1168,276eab8db40adc114124d1383afeba5c
11 0.3208009898662567 659 296 919 415 13 0.3815920054912567 1630 675 1921 1029 13 0.48632800579071045 470 397 998 1025 13 0.5087890028953552 1772 889 1944 1016,d3637a1935a905b3c326af31389cb846
2 0.3376460075378418 791 338 1008 515 0 0.8071290254592896 1171 479 1356 736 3 0.8491209745407104 859 1143 1655 1456,33911feed1282c67d5096d50d9070592
0 0.7416989803314209 1139 719 1392 989 3 0.8286129832267761 833 1334 1793 1677,a040343977edb13d15604e5e3c125e59
11 0.3420409858226776 478 370 740 502 10 0.4560549855232239 1649 1349 1977 1755 3 0.7055659890174866 774 1279 1825 1707 0 0.8364260196685791 1100 632 1332 908,32ed4f132b9f0077a309b0d91fc944e2
0 0.8588870167732239 1105 528 1363 853,9589df954de68262bc380d648b0184c3
0 0.8632810115814209 1109 846 1392 1175,a6dc083013ac8108bd13fbac28921290
8 0.3403320014476776 1384 479 1433 537 3 0.3996579945087433 742 1410 1687 1788 13 0.4084469974040985 354 633 843 1074 8 0.4245609939098358 1637 1420 1725 1517 0 0.4538570046424866 1081 736 1331 983,eb319a3149253e25a32a6f2926cf67b2
0 0.7905269861221313 1162 899 1411 1204 3 0.8110349774360657 880 1637 1860 2003,a6adbed163583ebad6e6f761611d02ef
8 0.4775390028953552 415 997 511 1098,cca122e46a24a6ccfeba9ade9f7b933c
0 0.7705079913139343 1182 512 1424 762 3 0.8017579913139343 829 1145 1752 1409,7c76f17be369b75874a62917c8daa626
0 0.8540040254592896 1105 728 1344 1041 3 0.8691409826278687 729 1623 1827 2013,9a1a909b3cc2641976339609258c1b04
11 0.4423829913139343 804 282 1031 358 0 0.8422849774360657 1205 576 1487 888,8900e436ef9c73811c793b32127de1b8
13 0.7075200080871582 1936 1359 2039 1419,abef2c15f19cc4822c9aac666cafe144
0 0.4626460075378418 1245 692 1471 982 11 0.5595700144767761 1412 379 1603 461 3 0.8505859971046448 1045 1410 1746 1733,7841614f51ed3dfd1c3177a52493c56b
4 0.3645020127296448 1314 487 1587 682,5110151fc236f15afffe7a5f8b9d7173
7 0.3120119869709015 577 467 1068 1170 10 0.47460898756980896 371 367 1100 1658,835b1552b7be3350d697503504211aa4
7 0.35302698612213135 758 582 1012 746 11 0.3818359971046448 625 148 812 294 0 0.8730469942092896 1198 421 1483 727 3 0.8784180283546448 915 973 1792 1269,8cd75497ddd543845e5a151e9a3b7561
0 0.5966799855232239 1067 623 1289 887 11 0.6279299855232239 1393 326 1553 466,850efce317c8306a07d00f274e8cd8eb
0 0.8798829913139343 1058 679 1369 997 3 0.890625 693 1384 1740 1711,b6c5be2e2facca99c47e133769a065ce
13 0.3271479904651642 620 395 1084 956 6 0.3393549919128418 620 384 1084 999,2cb59fe7e250f3e883c884e726719115
2 0.4052729904651642 701 743 877 1038 3 0.8100590109825134 839 1558 1834 2048 0 0.8681640028953552 1185 838 1429 1173,3ee425093210d7bb252a277e4788f18f
8 0.3115229904651642 1352 609 1532 759 0 0.8310549855232239 1011 805 1274 1104,1d2c0ac10d4b141cda8b549c34848b4f
11 0.4453119933605194 1106 364 1239 415 3 0.5981450080871582 567 1235 1386 1553 0 0.8496090173721313 927 651 1201 946,66cc79784846f7ec74c4ced47c244b24
0 0.7167969942092896 1225 752 1480 1002,be505971cc0f51f3cf4a5717767b42da
3 0.3073729872703552 836 1156 1808 1658 7 0.5869140028953552 407 600 879 1069 0 0.6865230202674866 1036 640 1333 910 10 0.7480469942092896 280 502 940 1697,3283c0e38a77249f38ca0c949862726a
11 0.3098140060901642 1284 279 1512 358 7 0.3164060115814209 840 802 1018 1035 8 0.3789060115814209 837 790 1014 1036 8 0.43383800983428955 1315 853 1468 1081 11 0.4809570014476776 717 267 949 369 0 0.7402340173721313 1145 594 1368 892,c3abe21f7e07452e6760cdc2cab95296
8 0.32104501128196716 399 718 471 797 0 0.34960898756980896 1119 657 1374 913 8 0.41601601243019104 451 983 550 1067 8 0.6098629832267761 350 1418 427 1493,081d1700020b6bf0099f1e4d8aeec0f3
13 0.3063960075378418 488 412 958 726 11 0.3107909858226776 509 375 996 588 13 0.3132320046424866 517 521 728 726 11 0.42773398756980896 1266 347 1693 502 0 0.44506800174713135 1104 694 1359 975,d1840dda98dafc76f201fa30bda3ef94
0 0.8540040254592896 1279 584 1472 780 3 0.8984379768371582 908 1170 1784 1445,16fbd1b86994c47ddd120cf5d410033e
11 0.4570310115814209 1424 255 1616 334 13 0.4653320014476776 1438 451 1796 930,47188d0c91088558e62b52f1c9f06b0d
3 0.6123049855232239 838 1342 1639 1566 0 0.8227540254592896 1104 798 1340 1058,a8234567b95c404365745b9fb0f4859e
9 0.4916990101337433 1286 1056 1407 1273 0 0.5258790254592896 1160 472 1364 689 3 0.8549799919128418 806 1051 1877 1356,954984f75efe6890cfa45d0784a3a1e6
0 0.8745120167732239 1200 638 1426 912,a83a592882c4d218a715673ee31cc5fb
9 0.4335939884185791 808 996 952 1283 9 0.4519039988517761 418 684 929 1611 9 0.5683590173721313 89 695 479 2494 9 0.5976560115814209 471 139 828 529 0 0.6323239803314209 1178 766 1421 1047 9 0.7368159890174866 1326 35 1690 378,09f9a62fceffacc4d062a7fe24a626b8
0 0.8461909890174866 1032 771 1277 999 3 0.8896480202674866 725 1429 1616 1742,e1a4dd4c30b1757eafb095021def4d63
7 0.31835898756980896 341 1298 834 1702 0 0.7885739803314209 1184 826 1485 1146,9bb8bb42168a8ce95a57d818bc23b112
0 0.7836909890174866 1129 618 1365 882 3 0.8852540254592896 841 1350 1655 1658,c5ae256b23f9336ac61c393b3d1607b3
3 0.8823239803314209 756 1020 1780 1282 0 0.8837890028953552 1108 457 1437 792,1fcceea02142af619405d89b9ee156fc
